Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
3646,Gary Payton,40,2000-03-13,31-234,SEA,@,VAN,W 113-103,*,43,14,27,.519,14,24,.583,0,3,.000,12,15,.800,.595,0,3,3,11,3,0,2,3,40,33.9,12.9,16,G,paytoga01
3647,Gary Payton,40,2002-12-04,34-134,SEA,,IND,L 111-114 (OT),*,46,19,30,.633,18,28,.643,1,2,.500,1,2,.500,.648,0,3,3,10,2,0,1,3,40,33.9,12.8,2,G,paytoga01
3648,Anthony Peeler,40,1997-02-04,27-071,VAN,@,NJN,L 105-111,*,42,13,28,.464,7,16,.438,6,12,.500,8,8,1.000,.635,5,2,7,5,3,0,2,5,40,32.2,14.1,2,G,peelean01
3649,Chuck Person,40,1987-05-01,22-308,IND,,ATL,L 97-101,*,44,14,27,.519,14,24,.583,0,3,.000,12,15,.800,.595,0,7,7,6,1,0,4,3,40,27.6,9.4,,F,persoch01
3650,Chuck Person,40,1989-03-14,24-260,IND,,DET,L 117-129,*,48,14,25,.560,12,21,.571,2,4,.500,10,12,.833,.661,2,4,6,6,2,0,3,5,40,31.1,8.5,,F,persoch01
3651,Dražen Petrović,40,1992-04-23,27-184,NJN,@,CLE,L 113-120,*,47,17,31,.548,17,27,.630,0,4,.000,6,6,1.000,.595,3,1,4,1,1,0,1,4,40,26.6,5.6,,G,petrodr01
3652,Paul Pierce,40,2001-02-02,23-112,BOS,@,DET,W 102-95,*,44,14,19,.737,9,12,.750,5,7,.714,7,7,1.000,.906,2,5,7,2,2,2,3,3,40,35.8,17.8,10,F-G,piercpa01
3653,Paul Pierce,40,2003-01-20,25-099,BOS,@,PHI,W 100-99,*,45,13,26,.500,12,21,.571,1,5,.200,13,18,.722,.590,0,7,7,6,4,1,6,3,40,28.8,7.9,7,F-G,piercpa01
3654,Paul Pierce,40,2003-04-04,25-173,BOS,,SAC,L 92-93,*,46,12,23,.522,9,15,.600,3,8,.375,13,18,.722,.647,0,5,5,4,2,0,7,0,40,26.0,8.4,-2,F-G,piercpa01
3655,Paul Pierce,40,2003-04-19,25-188,BOS,@,IND,W 103-100,*,45,8,24,.333,5,19,.263,3,5,.600,21,21,1.000,.602,2,9,11,6,4,1,2,5,40,35.4,15.5,4,F-G,piercpa01
3656,Paul Pierce,40,2006-02-01,28-111,BOS,,PHO,L 94-102,*,42,14,27,.519,10,19,.526,4,8,.500,8,12,.667,.620,0,3,3,1,3,1,4,3,40,25.2,9.3,-6,F-G,piercpa01
3657,Paul Pierce,40,2012-12-19,35-067,BOS,,CLE,W 103-91,*,34,13,16,.813,7,9,.778,6,7,.857,8,8,1.000,1.025,0,8,8,5,3,1,1,2,40,41.8,34.3,29,F-G,piercpa01
3658,Scottie Pippen,40,1995-03-11,29-167,CHI,,LAL,L 105-108,*,40,16,26,.615,12,19,.632,4,7,.571,4,5,.800,.709,1,7,8,5,3,3,5,4,40,32.6,16.8,,F-G,pippesc01
3659,Scottie Pippen,40,1996-02-18,30-146,CHI,@,IND,W 110-102,*,44,14,26,.538,10,19,.526,4,7,.571,8,10,.800,.658,3,7,10,2,5,0,2,4,40,33.6,15.2,,F-G,pippesc01
3660,Terry Porter,40,1988-03-18,24-345,POR,@,GSW,W 121-116,*,41,14,18,.778,14,18,.778,0,0,,12,13,.923,.843,0,6,6,12,1,0,1,1,40,42.4,19.3,,G,portete01
3661,Terry Porter,40,1992-11-14,29-220,POR,@,GSW,W 130-116,*,30,13,17,.765,6,10,.600,7,7,1.000,7,8,.875,.975,1,1,2,2,1,0,3,4,40,31.7,23.4,,G,portete01
3662,Kristaps Porziņģis,40,2017-11-05,22-095,NYK,,IND,W 108-101,*,38,15,24,.625,13,20,.650,2,4,.500,8,9,.889,.715,0,8,8,1,0,6,1,2,40,34.3,17.0,20,F-C,porzikr01
3663,Immanuel Quickley,40,2023-03-27,23-283,NYK,,HOU,W 137-115,*,30,14,18,.778,9,11,.818,5,7,.714,7,9,.778,.911,0,2,2,9,1,1,1,3,40,38.6,22.8,18,G,quickim01
3664,Julius Randle,40,2021-04-21,26-143,NYK,,ATL,W 137-127 (OT),*,41,11,21,.524,5,13,.385,6,8,.750,12,13,.923,.749,1,10,11,6,1,0,4,4,40,32.6,9.6,0,F-C,randlju01
3665,Zach Randolph,40,2007-02-09,25-208,POR,@,CHA,W 108-100 (OT),*,46,13,27,.481,12,25,.480,1,2,.500,13,15,.867,.595,1,8,9,3,0,1,3,4,40,26.8,8.4,10,F-C,randoza01
3666,Michael Redd,40,2004-01-21,24-150,MIL,,ORL,W 113-102,*,42,16,25,.640,14,21,.667,2,4,.500,6,6,1.000,.724,1,4,5,4,2,0,1,2,40,33.8,11.6,9,G,reddmi01
3667,Michael Redd,40,2004-01-28,24-157,MIL,@,NOH,L 100-101,*,44,16,33,.485,12,25,.480,4,8,.500,4,4,1.000,.575,7,2,9,2,2,0,1,1,40,30.8,14.5,-1,G,reddmi01
3668,Michael Redd,40,2006-04-29,26-248,MIL,,DET,W 124-104,*,35,14,21,.667,10,16,.625,4,5,.800,8,8,1.000,.816,3,2,5,2,0,0,0,1,40,34.6,15.7,31,G,reddmi01
3669,JJ Redick,40,2016-01-18,31-208,LAC,,HOU,W 140-132 (OT),*,39,11,19,.579,2,7,.286,9,12,.750,9,9,1.000,.871,1,0,1,2,0,0,1,4,40,30.6,12.0,18,G,redicjj01
3670,Glen Rice,40,1993-12-09,26-195,MIA,@,HOU,L 109-115 (OT),*,42,14,29,.483,10,21,.476,4,8,.500,8,10,.800,.599,2,4,6,5,6,0,1,2,40,34.8,18.9,,F,ricegl01
3671,Glen Rice,40,1997-02-02,29-250,CHH,@,NYK,W 99-93,*,45,12,20,.600,8,15,.533,4,5,.800,12,15,.800,.752,0,3,3,2,0,0,1,4,40,29.3,9.9,5,F,ricegl01
3672,Glen Rice,40,1997-02-17,29-265,CHH,,ORL,W 124-110,*,46,12,24,.500,6,13,.462,6,11,.545,10,10,1.000,.704,1,2,3,2,2,0,3,2,40,28.9,1.4,17,F,ricegl01
3673,Glen Rice,40,1998-02-13,30-261,CHH,,PHI,W 103-96,*,47,14,27,.519,10,18,.556,4,9,.444,8,8,1.000,.655,2,1,3,4,0,0,1,0,40,30.2,8.3,11,F,ricegl01
3674,Glen Rice,40,1999-05-05,31-342,LAL,,POR,W 119-91,*,38,14,20,.700,6,10,.600,8,10,.800,4,4,1.000,.919,0,5,5,3,0,0,0,2,40,34.4,21.9,31,F,ricegl01
3675,Jason Richardson,40,2002-04-16,21-086,GSW,@,SAC,L 106-120,*,41,18,28,.643,16,23,.696,2,5,.400,2,2,1.000,.693,1,1,2,2,3,0,3,6,40,27.6,7.3,-5,G,richaja01
3676,Jason Richardson,40,2005-03-17,24-056,GSW,,SAC,W 100-97,*,43,16,28,.571,13,23,.565,3,5,.600,5,5,1.000,.662,2,8,10,5,2,1,2,2,40,34.0,16.4,13,G,richaja01
3677,Jason Richardson,40,2006-03-23,25-062,GSW,@,DAL,W 122-121,*,41,14,23,.609,9,13,.692,5,10,.500,7,8,.875,.754,1,2,3,4,3,1,1,1,40,35.5,16.9,3,G,richaja01
3678,Mitch Richmond,40,1991-01-31,25-215,GSW,,LAC,W 135-119,*,47,16,24,.667,16,23,.696,0,1,.000,8,8,1.000,.727,2,4,6,7,7,0,3,1,40,40.7,13.9,,G,richmmi01
3679,Mitch Richmond,40,1991-03-19,25-262,GSW,,POR,W 136-126,*,43,16,19,.842,15,18,.833,1,1,1.000,7,7,1.000,.906,4,4,8,6,3,0,5,2,40,38.5,15.9,,G,richmmi01
3680,Mitch Richmond,40,1993-12-27,28-180,SAC,@,ORL,L 110-122,*,46,12,22,.545,9,17,.529,3,5,.600,13,15,.867,.699,2,6,8,3,1,0,4,4,40,29.3,4.3,,G,richmmi01
3681,Mitch Richmond,40,1996-12-30,31-183,SAC,@,PHO,L 88-100,*,43,13,23,.565,11,16,.688,2,7,.286,12,12,1.000,.707,0,6,6,5,1,0,4,3,40,30.2,15.4,-2,G,richmmi01
3682,Isaiah Rider,40,1997-02-16,25-341,POR,,BOS,W 118-106,*,43,13,19,.684,11,17,.647,2,2,1.000,12,13,.923,.809,0,3,3,2,1,0,4,2,40,30.0,6.0,6,G,rideris01
3683,Alvin Robertson,40,1988-04-19,25-272,SAS,,LAL,L 126-133,*,44,17,28,.607,16,25,.640,1,3,.333,5,6,.833,.653,1,4,5,10,1,1,3,4,40,32.8,5.9,,G,roberal01
3684,Cliff Robinson,40,1983-04-15,23-033,CLE,@,IND,W 132-124 (OT),*,45,19,28,.679,19,28,.679,0,0,,2,4,.500,.672,4,8,12,1,0,0,2,4,40,29.5,,,F,robincl01
3685,Clifford Robinson,40,1993-04-15,26-120,POR,@,UTA,L 117-122 (OT),*,47,13,25,.520,12,21,.571,1,4,.250,13,14,.929,.642,3,4,7,2,1,5,2,5,40,32.5,10.6,,F-C,robincl02
3686,David Robinson,40,1990-11-17,25-103,SAS,,PHO,W 128-114,*,34,16,25,.640,16,25,.640,0,0,,8,10,.800,.680,4,10,14,1,2,5,1,2,40,38.3,18.1,,C,robinda01
3687,David Robinson,40,1994-03-12,28-218,SAS,@,HOU,W 109-98,*,48,15,26,.577,15,26,.577,0,0,,10,14,.714,.622,4,12,16,7,2,4,5,3,40,36.1,14.0,,C,robinda01
3688,David Robinson,40,1995-03-27,29-233,SAS,@,DET,W 114-93,*,40,12,22,.545,12,22,.545,0,0,,16,17,.941,.678,2,10,12,2,1,5,8,2,40,30.5,6.0,,C,robinda01
3689,David Robinson,40,1996-04-07,30-245,SAS,@,LAL,L 97-107,*,44,15,26,.577,15,26,.577,0,0,,10,13,.769,.631,5,6,11,5,1,5,0,4,40,38.3,18.6,,C,robinda01
3690,David Robinson,40,1996-04-28,30-266,SAS,,PHO,W 110-105,*,42,14,25,.560,14,25,.560,0,0,,12,16,.750,.624,4,17,21,1,2,3,1,4,40,36.6,12.5,,C,robinda01
3691,Glenn Robinson,40,1997-04-11,24-091,MIL,,PHI,W 126-118,*,37,14,22,.636,11,18,.611,3,4,.750,9,11,.818,.745,2,5,7,2,3,2,3,2,40,34.3,15.4,1,F,robingl01
3692,Truck Robinson,40,1980-12-09,29-066,PHO,@,CHI,W 123-108,*,43,18,25,.720,18,25,.720,0,0,,4,5,.800,.735,3,4,7,4,1,1,2,2,40,34.3,,,F-C,robintr01
3693,Jalen Rose,40,2000-05-06,27-097,IND,,PHI,W 108-91,*,46,16,23,.696,13,18,.722,3,5,.600,5,5,1.000,.794,0,2,2,3,0,1,2,0,40,31.7,10.6,12,G-F,roseja01
3694,Terry Rozier,40,2020-03-09,25-358,CHO,@,ATL,L 138-143 (2OT),*,44,15,26,.577,7,13,.538,8,13,.615,2,3,.667,.732,1,3,4,3,1,0,1,1,40,30.7,7.1,-2,G,roziete01
3695,D'Angelo Russell,40,2017-03-19,21-024,LAL,,CLE,L 120-125,*,41,14,22,.636,7,10,.700,7,12,.583,5,7,.714,.797,0,2,2,6,2,0,1,2,40,34.4,15.7,-11,G,russeda01
3696,D'Angelo Russell,40,2019-01-18,22-329,BRK,@,ORL,W 117-115,*,33,16,25,.640,8,13,.615,8,12,.667,0,0,,.800,1,1,2,7,1,0,1,1,40,34.4,24.2,10,G,russeda01
3697,D'Angelo Russell,40,2019-02-23,23-000,BRK,@,CHO,W 117-115,*,35,14,31,.452,8,16,.500,6,15,.400,6,6,1.000,.595,1,0,1,7,2,1,4,2,40,27.4,11.1,1,G,russeda01
3698,Dennis Scott,40,1991-03-08,22-184,ORL,,DEN,W 129-113,*,32,16,22,.727,12,17,.706,4,5,.800,4,4,1.000,.842,0,3,3,3,0,1,3,3,40,30.5,15.0,,F,scottde01
3699,Rony Seikaly,40,1990-02-13,24-279,MIA,,CHI,L 95-107,*,42,15,23,.652,15,23,.652,0,0,,10,15,.667,.676,8,9,17,3,1,0,6,5,40,31.3,8.7,,C,seikaro01
3700,Purvis Short,40,1982-11-30,25-151,GSW,,PHO,W 110-98,*,43,15,21,.714,15,21,.714,0,0,,10,11,.909,.774,0,4,4,4,0,0,3,1,40,31.5,,,F-G,shortpu01
3701,Purvis Short,40,1982-12-02,25-153,GSW,@,DAL,L 100-110,*,42,17,30,.567,17,29,.586,0,1,.000,6,6,1.000,.613,2,3,5,4,1,0,1,5,40,28.9,,,F-G,shortpu01
3702,Purvis Short,40,1983-04-16,25-288,GSW,,SEA,W 133-122 (OT),*,46,18,32,.563,18,32,.563,0,0,,4,5,.800,.585,2,4,6,4,1,0,1,3,40,28.6,,,F-G,shortpu01
3703,Purvis Short,40,1984-03-11,26-253,GSW,@,KCK,W 115-109,*,42,16,25,.640,16,24,.667,0,1,.000,8,8,1.000,.701,3,3,6,2,1,0,3,5,40,29.3,,,F-G,shortpu01
3704,Purvis Short,40,1984-11-15,27-136,GSW,,DAL,W 117-112,*,39,18,30,.600,17,27,.630,1,3,.333,3,3,1.000,.639,1,5,6,3,2,0,3,3,40,28.3,7.0,,F-G,shortpu01
3705,Purvis Short,40,1984-12-08,27-159,GSW,,PHO,L 98-102,*,42,15,30,.500,14,26,.538,1,4,.250,9,11,.818,.574,2,0,2,3,4,0,4,3,40,26.5,12.3,,F-G,shortpu01
3706,Purvis Short,40,1985-03-12,27-253,GSW,,SAS,W 145-122,*,37,17,28,.607,16,26,.615,1,2,.500,5,7,.714,.644,3,2,5,3,2,0,2,3,40,30.0,6.7,,F-G,shortpu01
3707,Pascal Siakam,40,2022-03-28,27-360,TOR,,BOS,W 115-112 (OT),*,47,17,29,.586,17,25,.680,0,4,.000,6,8,.750,.615,2,11,13,1,3,2,1,6,40,32.1,11.2,3,F-C,siakapa01
3708,Anfernee Simons,40,2024-01-26,24-232,POR,@,SAS,L 100-116,*,41,14,27,.519,7,12,.583,7,15,.467,5,5,1.000,.685,0,2,2,10,1,0,5,3,40,29.1,11.1,-5,G,simonan01
3709,Charles Smith,40,1990-03-03,24-230,LAC,@,IND,W 107-105,*,39,13,20,.650,13,20,.650,0,0,,14,17,.824,.728,1,4,5,0,0,1,2,4,40,29.0,8.5,,F-C,smithch01
3710,Charles Smith,40,1991-04-19,25-277,LAC,,GSW,L 113-114,*,40,14,19,.737,14,19,.737,0,0,,12,13,.923,.809,7,10,17,2,0,3,3,0,40,40.3,18.1,,F-C,smithch01
3711,J.R. Smith,40,2009-03-20,23-192,DEN,,WAS,W 116-105,*,35,15,23,.652,12,15,.800,3,8,.375,7,8,.875,.754,1,4,5,3,3,1,4,0,40,33.2,16.0,11,G-F,smithjr01
3712,Rik Smits,40,1994-04-22,27-242,IND,,PHI,W 133-88,*,27,17,24,.708,17,24,.708,0,0,,6,7,.857,.739,3,8,11,4,2,1,2,1,40,37.2,24.9,,C,smitsri01
3713,Rik Smits,40,1997-03-30,30-219,IND,,LAC,W 103-96 (OT),*,42,17,28,.607,17,28,.607,0,0,,6,7,.857,.644,3,6,9,0,3,1,4,3,40,29.2,10.0,13,C,smitsri01
3714,Latrell Sprewell,40,1994-12-16,24-099,GSW,,ORL,L 128-131 (OT),*,52,16,31,.516,13,23,.565,3,8,.375,5,6,.833,.595,1,5,6,5,2,1,1,3,40,30.5,7.5,,G,sprewla01
3715,Latrell Sprewell,40,1997-02-01,26-146,GSW,@,LAC,L 98-110,*,44,12,22,.545,7,14,.500,5,8,.625,11,12,.917,.733,1,2,3,4,3,0,3,0,40,33.1,14.9,-3,G,sprewla01
3716,Latrell Sprewell,40,1997-03-01,26-174,GSW,@,WSB,L 108-118,*,44,11,24,.458,8,20,.400,3,4,.750,15,18,.833,.627,2,3,5,5,3,0,5,4,40,28.6,11.2,-8,G,sprewla01
3717,Jerry Stackhouse,40,2000-03-08,25-124,DET,,DEN,W 130-116,*,34,13,21,.619,7,11,.636,6,10,.600,8,8,1.000,.816,0,1,1,4,0,1,1,1,40,32.9,16.2,14,G-F,stackje01
3718,Jerry Stackhouse,40,2001-02-02,26-089,DET,,BOS,L 95-102,*,45,12,28,.429,6,17,.353,6,11,.545,10,13,.769,.593,0,3,3,3,1,0,3,3,40,23.8,9.8,-9,G-F,stackje01
3719,Jerry Stackhouse,40,2001-02-15,26-102,DET,@,IND,L 73-82,*,44,14,28,.500,11,21,.524,3,7,.429,9,10,.900,.617,1,3,4,3,0,0,4,2,40,24.5,16.2,-3,G-F,stackje01
3720,Jerry Stackhouse,40,2002-01-23,27-079,DET,,MIN,W 104-83,*,40,17,28,.607,16,23,.696,1,5,.200,5,6,.833,.653,0,1,1,3,2,1,3,1,40,28.5,11.7,14,G-F,stackje01
3721,Amar'e Stoudemire,40,2005-03-22,22-126,PHO,@,ATL,W 105-94,*,40,14,24,.583,14,24,.583,0,0,,12,17,.706,.635,4,9,13,2,1,1,0,3,40,34.2,13.0,16,F-C,stoudam01
3722,Amar'e Stoudemire,40,2005-05-09,22-174,PHO,,DAL,W 127-102,*,38,13,21,.619,13,21,.619,0,0,,14,17,.824,.702,6,10,16,0,1,2,2,4,40,35.3,10.6,17,F-C,stoudam01
3723,Rodney Stuckey,40,2008-12-23,22-246,DET,,CHI,W 104-98,*,42,15,24,.625,14,22,.636,1,2,.500,9,11,.818,.693,1,1,2,4,4,0,3,2,40,32.4,14.5,10,G,stuckro01
3724,Jayson Tatum,40,2021-01-04,22-307,BOS,@,TOR,W 126-114,*,32,11,19,.579,6,11,.545,5,8,.625,13,13,1.000,.809,0,6,6,2,0,2,1,5,40,32.7,18.9,24,F,tatumja01
3725,Jayson Tatum,40,2021-05-30,23-088,BOS,,BRK,L 126-141,*,40,10,22,.455,7,15,.467,3,7,.429,17,17,1.000,.678,1,6,7,5,1,2,2,3,40,33.8,9.5,-9,F,tatumja01
3726,Jayson Tatum,40,2022-10-22,24-233,BOS,@,ORL,W 126-120,*,38,14,21,.667,10,11,.909,4,10,.400,8,9,.889,.801,0,8,8,1,1,2,1,2,40,34.2,13.7,6,F,tatumja01
3727,Jayson Tatum,40,2023-03-05,25-002,BOS,,NYK,L 129-131 (2OT),*,49,12,30,.400,6,13,.462,6,17,.353,10,12,.833,.567,2,9,11,6,0,0,2,2,40,28.5,8.1,4,F,tatumja01
3728,Jayson Tatum,40,2023-03-30,25-027,BOS,@,MIL,W 140-99,*,31,12,18,.667,4,8,.500,8,10,.800,8,8,1.000,.929,1,7,8,1,0,0,0,1,40,35.3,22.8,36,F,tatumja01
3729,Jayson Tatum,40,2025-02-08,26-342,BOS,@,NYK,W 131-104,*,37,13,26,.500,6,12,.500,7,14,.500,7,9,.778,.668,0,6,6,4,0,0,1,1,40,29.4,10.0,18,F,tatumja01
3730,Jayson Tatum,40,2025-03-08,27-005,BOS,,LAL,W 111-101,*,45,12,28,.429,6,12,.500,6,16,.375,10,12,.833,.601,1,11,12,8,2,1,3,3,40,32.5,11.7,12,F,tatumja01
3731,Reggie Theus,40,1982-11-04,25-022,CHI,,CLE,W 118-111,*,36,16,22,.727,16,22,.727,0,0,,8,9,.889,.770,1,3,4,5,2,0,3,2,40,33.9,,,G,theusre01
3732,Reggie Theus,40,1982-11-20,25-038,CHI,,DET,W 131-128,*,37,18,26,.692,18,26,.692,0,0,,4,8,.500,.678,1,3,4,2,2,0,2,5,40,28.4,,,G,theusre01
3733,Cam Thomas,40,2024-02-03,22-113,BRK,@,PHI,W 136-121,*,36,14,26,.538,9,15,.600,5,11,.455,7,8,.875,.678,1,2,3,5,1,0,3,3,40,28.6,4.0,22,G,thomaca02
3734,Isiah Thomas,40,1984-02-26,22-302,DET,,CLE,W 121-109,*,41,19,28,.679,18,27,.667,1,1,1.000,1,1,1.000,.703,3,2,5,10,3,0,4,3,40,35.5,,,G,thomais01
3735,Isiah Thomas,40,1988-01-02,26-247,DET,,DEN,L 142-151,*,43,16,23,.696,14,19,.737,2,4,.500,6,9,.667,.742,1,1,2,17,2,0,3,3,40,39.8,12.4,,G,thomais01
3736,Isiah Thomas,40,1993-03-03,31-307,DET,,UTA,L 98-106,*,35,14,29,.483,9,20,.450,5,9,.556,7,8,.875,.615,1,1,2,6,3,0,3,4,40,28.5,23.8,,G,thomais01
3737,Isiah Thomas,40,1993-03-26,31-330,DET,,CHH,W 115-107,*,38,17,29,.586,17,27,.630,0,2,.000,6,8,.750,.615,1,4,5,4,2,1,2,3,40,29.9,13.6,,G,thomais01
3738,David Thompson,40,1980-11-23,26-133,DEN,@,PHO,L 113-131,*,36,15,28,.536,15,28,.536,0,0,,10,11,.909,.609,0,1,1,2,1,0,5,2,40,22.9,,,G-F,thompda01
3739,Klay Thompson,40,2015-01-07,24-333,GSW,,IND,W 117-102,*,40,14,25,.560,8,14,.571,6,11,.545,6,6,1.000,.724,0,4,4,3,1,1,2,1,40,30.7,13.5,20,G-F,thompkl01
3740,Klay Thompson,40,2016-03-25,26-046,GSW,,DAL,W 128-120,*,35,13,25,.520,4,9,.444,9,16,.563,5,6,.833,.724,1,4,5,1,1,1,1,1,40,30.2,9.6,12,G-F,thompkl01
3741,Klay Thompson,40,2016-03-27,26-048,GSW,,PHI,W 117-105,*,38,15,27,.556,8,13,.615,7,14,.500,3,3,1.000,.706,2,0,2,0,0,1,2,0,40,27.2,5.8,13,G-F,thompkl01
3742,Mychal Thompson,40,1981-04-03,26-063,POR,@,KCK,W 124-119 (OT),*,49,15,23,.652,15,23,.652,0,0,,10,12,.833,.707,4,7,11,2,2,5,1,4,40,38.3,,,C-F,thompmy01
3743,Otis Thorpe,40,1993-12-07,31-124,HOU,,CHH,W 121-102,*,36,14,19,.737,14,19,.737,0,0,,12,12,1.000,.824,3,4,7,2,0,1,4,6,40,31.3,7.9,,F-C,thorpot01
3744,Wayman Tisdale,40,1989-12-08,25-182,SAC,@,GSW,W 126-121,*,45,16,28,.571,16,28,.571,0,0,,8,9,.889,.626,7,7,14,2,0,0,1,5,40,31.8,5.3,,F-C,tisdawa01
3745,Wayman Tisdale,40,1990-03-06,25-270,SAC,@,DET,L 91-101,*,42,19,23,.826,19,23,.826,0,0,,2,2,1.000,.838,4,3,7,1,1,0,1,3,40,34.7,16.1,,F-C,tisdawa01
3746,Wayman Tisdale,40,1993-03-23,28-287,SAC,,LAC,W 121-104,*,39,19,23,.826,19,23,.826,0,0,,2,3,.667,.822,1,7,8,4,2,3,2,3,40,37.6,16.0,,F-C,tisdawa01
3747,Andrew Toney,40,1983-04-10,25-138,PHI,,NYK,W 113-97,*,35,16,22,.727,14,20,.700,2,2,1.000,6,7,.857,.797,1,4,5,4,1,0,6,2,40,29.5,,,G,toneyan01
3748,Andrew Toney,40,1984-01-07,26-045,PHI,@,CLE,L 98-106,*,36,15,23,.652,13,21,.619,2,2,1.000,8,12,.667,.707,0,0,0,6,2,0,6,5,40,26.5,,,G,toneyan01
3749,Karl-Anthony Towns,40,2017-04-09,21-145,MIN,@,LAL,L 109-110,*,41,17,22,.773,16,20,.800,1,2,.500,5,8,.625,.784,3,18,21,4,1,1,3,3,40,38.0,14.1,6,C-F,townska01
3750,Karl-Anthony Towns,40,2019-03-09,23-114,MIN,,WAS,W 135-130 (OT),*,37,15,24,.625,11,17,.647,4,7,.571,6,6,1.000,.751,4,11,15,2,2,1,1,2,40,37.6,18.3,1,C-F,townska01
3751,Karl-Anthony Towns,40,2020-01-22,24-068,MIN,@,CHI,L 110-117,*,31,16,24,.667,12,16,.750,4,8,.500,4,5,.800,.763,1,5,6,2,0,0,2,4,40,29.2,15.1,-7,C-F,townska01
3752,Karl-Anthony Towns,40,2022-01-09,26-055,MIN,@,HOU,W 141-123,*,33,15,25,.600,11,19,.579,4,6,.667,6,8,.750,.701,6,3,9,7,1,0,2,2,40,35.9,14.9,27,C-F,townska01
3753,Karl-Anthony Towns,40,2023-12-16,28-031,MIN,,IND,W 127-109,*,35,15,25,.600,13,22,.591,2,3,.667,8,8,1.000,.701,5,7,12,4,3,2,3,2,40,37.5,13.5,18,C-F,townska01
3754,Karl-Anthony Towns,40,2025-02-11,29-088,NYK,@,IND,W 128-115,*,38,14,23,.609,11,15,.733,3,8,.375,9,9,1.000,.742,4,8,12,5,3,0,2,5,40,37.2,15.5,14,C-F,townska01
3755,Kelly Tripucka,40,1983-02-02,23-351,DET,@,IND,L 135-141,*,39,16,30,.533,14,28,.500,2,2,1.000,6,9,.667,.589,7,0,7,4,1,0,4,4,40,27.3,,,F-G,tripuke01
3756,Kelly Tripucka,40,1984-04-22,25-066,DET,@,NYK,L 113-120,*,44,15,25,.600,15,25,.600,0,0,,10,11,.909,.670,2,5,7,2,1,0,4,5,40,27.4,,,F-G,tripuke01
3757,Kelly Tripucka,40,1988-12-14,29-302,CHH,,IND,W 115-106,*,41,13,22,.591,12,20,.600,1,2,.500,13,14,.929,.710,2,3,5,1,0,1,2,1,40,30.7,8.5,,F-G,tripuke01
3758,Kelly Tripucka,40,1989-01-16,29-335,CHH,@,PHI,W 127-122 (OT),*,40,16,25,.640,15,24,.625,1,1,1.000,7,9,.778,.691,1,3,4,2,0,0,4,3,40,25.9,2.2,,F-G,tripuke01
3759,Kelly Tripucka,40,1989-02-25,30-009,CHH,,SAS,W 124-113,*,38,15,22,.682,15,22,.682,0,0,,10,11,.909,.745,3,2,5,9,4,1,3,4,40,39.3,18.6,,F-G,tripuke01
3760,Myles Turner,40,2021-10-22,25-212,IND,@,WAS,L 134-135 (OT),*,44,15,22,.682,10,13,.769,5,9,.556,5,8,.625,.784,5,5,10,0,1,3,1,3,40,35.3,9.4,3,C-F,turnemy01
3761,Myles Turner,40,2023-02-23,26-336,IND,,BOS,L 138-142 (OT),*,37,13,15,.867,5,5,1.000,8,10,.800,6,7,.857,1.106,3,7,10,2,0,1,5,5,40,33.6,15.6,9,C-F,turnemy01
3762,Kiki Vandeweghe,40,1982-02-05,23-188,DEN,@,BOS,L 144-145,*,41,15,22,.682,15,22,.682,0,0,,10,10,1.000,.758,2,4,6,4,1,0,1,3,40,34.8,,,F,vandeki01
3763,Kiki Vandeweghe,40,1982-12-30,24-151,DEN,,BOS,L 132-145,*,39,16,26,.615,16,25,.640,0,1,.000,8,9,.889,.668,1,2,3,2,3,0,4,3,40,28.3,,,F,vandeki01
3764,Kiki Vandeweghe,40,1986-12-09,28-130,POR,@,SAS,W 120-104,*,43,17,27,.630,17,27,.630,0,0,,6,6,1.000,.675,0,2,2,2,0,0,1,1,40,28.5,4.4,,F,vandeki01
3765,Nick Van Exel,40,1995-02-20,23-085,LAL,@,SEA,W 108-105,*,46,12,19,.632,5,10,.500,7,9,.778,9,10,.900,.855,0,7,7,4,3,1,3,1,40,36.3,19.3,,G,vanexni01
3766,Nick Van Exel,40,2003-05-10,31-164,DAL,@,SAC,W 141-137 (2OT),,49,14,26,.538,8,14,.571,6,12,.500,6,7,.857,.688,1,6,7,7,1,0,1,4,40,32.8,11.9,7,G,vanexni01
3767,Jay Vincent,40,1982-02-16,22-251,DAL,@,NYK,W 112-110,*,33,17,22,.773,17,22,.773,0,,,6,7,.857,.797,,,10,3,,,,1,40,,,,F,vinceja01
3768,Nikola Vučević,40,2025-01-17,34-085,CHI,,CHO,L 123-125,*,34,17,25,.680,15,19,.789,2,6,.333,4,4,1.000,.747,2,11,13,3,1,0,0,3,40,35.9,13.3,5,C,vucevni01
3769,Dwyane Wade,40,2005-05-25,23-128,MIA,,DET,W 92-86,*,42,15,28,.536,15,28,.536,0,0,,10,10,1.000,.617,3,5,8,6,1,2,4,2,40,31.8,17.6,9,G,wadedw01
3770,Dwyane Wade,40,2006-03-08,24-050,MIA,,WAS,W 118-112,*,44,13,21,.619,12,18,.667,1,3,.333,13,14,.929,.736,0,3,3,5,3,0,6,2,40,30.7,7.6,11,G,wadedw01
